phoneNumber,cif,wingNo,wingMasterAccount,passcode,biller,reciver_wingNo,currency,,,,,wingNo
962346992,9110,02286975,MST006577566,2008,2413,4418670,KHR,12611222,3932226,,,
69454566,3410,04418670,MST006672396,2008,2271,4418981,KHR,885486859,3893855,,,
17234659,3991,04418981,MST006599036,2008,2275,2562404,KHR,965588738,965588738,,,
12530947,9927,02562404,MST006589722,2008,2276,3870059,KHR,963805809,4426487,,,
61256493,12777,03870059,MST006664761,2008,2282,3823943,KHR,66716256,66716256,,,
77355713,698,03823943,MST006715050,2008,2320,60677888,KHR,889743647,4287771,,,
89677888,4138,60677888,MST006711901,2008,2344,3731590,KHR,67441730,67441730,,,
77325757,3604,03731590,MST006756581,2008,2345,17396884,KHR,66537100,3867392,,,
17396884,8194,17396884,MST006747850,2008,2397,2394224,KHR,98821305,98821305,,,
16545697,9284,02394224,MST006750047,2008,2399,4145135,KHR,712307562,712307562,,,
10630000,1797,04145135,MST006649831,2008,2193,4100817,KHR,965639236,3855943,,,
17677630,2882,04100817,MST006579961,2008,2223,4418794,KHR,16231759,16231759,,,
69507150,3394,04418794,MST006750373,2008,2238,60530410,KHR,962964626,4134199,,,
60530410,13884,60530410,MST006612416,2008,2239,70805213,KHR,963365290,3165859,,,
86820927,247,70805213,MST006585996,2008,2249,4191025,KHR,717291884,717291884,,,
716226342,378,04191025,MST006585524,2008,2252,3132390,KHR,713286817,713286817,,,
15954815,8797,03132390,MST006612494,2008,2254,3424629,KHR,719489721,719489721,,,
92919369,8680,03424629,MST006578785,2008,2167,883010843,KHR,15375484,3178602,,,
883010843,2172,883010843,MST006603725,2008,2177,4145152,KHR,964403442,4378682,,,
10734447,9816,04145152,MST006620374,2008,2185,4100597,KHR,977756720,977756720,,,
60465467,2720,04100597,MST006672460,2008,2226,4142290,KHR,884808935,884808935,,,
12955104,962,04142290,MST006579313,2008,2606,4172418,KHR,964469582,964469582,,,
15550395,8327,04172418,MST006658656,2008,2473,4172382,KHR,69449806,4475624,,,
886660656,9444,04172382,MST006594403,2008,2513,4230120,KHR,963900736,4434830,,,
85407521,15527,04230120,MST006657886,2008,2358,4339774,KHR,975744851,4290116,,,
98777068,15287,04339774,MST006687157,2008,2359,3911224,KHR,886190095,4471501,,,
77367771,1046,03911224,MST006581669,2008,2422,4038698,KHR,973519976,973519976,,,
17798334,14982,04038698,MST006735080,2008,2430,4144658,KHR,973792316,973792316,,,
12911746,9429,04144658,MST006670108,2008,2440,3563659,KHR,965016272,965016272,,,
77951629,12887,03563659,MST006661300,2008,2258,4141861,KHR,883644064,883644064,,,
15561516,1153,04141861,MST006586308,2008,2259,4057171,KHR,967895129,967895129,,,
70821292,12972,04057171,MST006685441,2008,2263,1869099,KHR,884088595,2234907,,,
963333302,7420,01869099,MST006651419,2008,2299,4418891,KHR,769600700,4468957,,,
93994999,4049,04418891,MST006655785,2008,2410,969929664,KHR,68943937,68943937,,,
969929664,10474,969929664,MST006652337,2008,2161,4144774,KHR,93263292,3956278,,,
77730786,2193,04144774,MST006654973,2008,2204,87717110,KHR,11210067,11210067,,,
95857575,1401,87717110,MST006755697,2008,2217,4142016,KHR,11449491,11449491,,,
99832232,13865,04142016,MST006621968,2008,2231,4418828,KHR,886446462,886446462,,,
15210334,4044,04418828,MST006659851,2008,2165,10615353,KHR,87834589,87834589,,,
12615353,14440,10615353,MST006706581,2008,2174,4100650,KHR,976606828,976606828,,,
16262618,11062,04100650,MST006706553,2008,2180,4101464,KHR,715265988,715265988,,,
16950992,2305,04101464,MST006648186,2008,2220,1820593,KHR,10801774,3515323,,,
77443353,7291,01820593,MST006621404,2008,2247,4419105,KHR,99469521,99469521,,,
70529169,3397,04419105,MST006750718,2008,2250,2319006,KHR,715699787,715699787,,,
81646862,8695,02319006,MST006741574,2008,2168,2075768,KHR,66752259,66752259,,,
15720505,8099,02075768,MST006592502,2008,2170,2078111,KHR,15769258,15769258,,,
99328898,8595,02078111,MST006618359,2008,2179,2116907,KHR,884379011,884379011,,,
12433781,8216,02116907,MST006743033,2008,2187,2233233,KHR,16420001,3597705,,,
10999224,2759,02233233,MST006655866,2008,2188,11448435,KHR,966554098,3397193,,,
78773320,8217,11448435,MST006734730,2008,2467,1623402,KHR,713392513,713392513,,,
12484412,13934,01623402,MST006578302,2008,2437,1644920,KHR,92857405,3657524,,,
10327310,8177,01644920,MST006696844,2008,2442,1679808,KHR,717246097,717246097,,,
10341937,7068,01679808,MST006607434,2008,2439,2011665,KHR,716800523,716800523,,,
77868566,5089,02011665,MST006600301,2008,2335,4100822,KHR,15850753,4064748,,,
77859066,4571,04100822,MST006715658,2008,2381,3259494,KHR,85306036,3142948,,,
92890807,7917,03259494,MST006614503,2008,2383,3365243,KHR,85259424,4358375,,,
80721000,10768,03365243,MST006615610,2008,2421,3378650,KHR,713352607,713352607,,,
70933517,10987,03378650,MST006697580,2008,2424,3808660,KHR,15760219,4202494,,,
10751615,10053,03808660,MST006618032,2008,2426,3856689,KHR,11451202,11451202,,,
964609335,8926,03856689,MST006702390,2008,2466,3880688,KHR,713810633,713810633,,,
962727218,8228,03880688,MST006627252,2008,2294,3984863,KHR,886244220,4445262,,,
85625788,8688,03984863,MST006664069,2008,2443,4055001,KHR,85369992,4140899,,,
717943349,10955,04055001,MST006587875,2008,2452,4191927,KHR,963236433,3667863,,,
11307070,7373,04191927,MST006648978,2008,2266,4280012,KHR,978226980,4138744,,,
77885518,7190,04280012,MST006606841,2008,2269,4315950,KHR,66628112,66628112,,,
12897373,10014,04315950,MST006653935,2008,2301,4367369,KHR,66966117,66966117,,,
16792289,11779,04367369,MST006618649,2008,2404,77557224,KHR,717164607,717164607,,,
10800080,14342,77557224,MST006715174,2008,2420,887365204,KHR,882123640,4445181,,,
15955626,8861,887365204,MST006671138,2008,2274,965894126,KHR,66633774,4118800,,,
966719092,6807,965894126,MST006615710,2008,2304,968334837,KHR,81460944,4297378,,,
968334837,9908,968334837,MST006654441,2008,2306,978885623,KHR,93720756,3403396,,,
92613398,8954,978885623,MST006597020,2008,2414,2106830452,KHR,975682776,4138749,,,
78955345,11138,2106830452,MST006601669,2008,2207,2487690874,KHR,766103710,766103710,,,
97667540,7336,2487690874,MST006721543,2008,2203,580382,KHR,69836162,3893721,,,
968036708,12479,00580382,MST006658305,2008,2221,530926,KHR,10691298,2582802,,,
12841730,13790,00530926,MST006639656,2008,2236,598270,KHR,61986666,3776093,,,
12734323,11346,00598270,MST006606618,2008,2171,597602,KHR,964569889,4394466,,,
12829248,11446,00597602,MST006653704,2008,2241,1006888,KHR,66787682,66787682,,,
77886886,11957,01006888,MST006577474,2008,2163,742642,KHR,66538659,4422010,,,
977492994,468,00742642,MST006610479,2008,2191,771434,KHR,968005408,4093851,,,
12223272,1426,00771434,MST006739180,2008,2202,513681,KHR,99600781,4471242,,,
15510776,13045,00513681,MST006613619,2008,2209,67409,KHR,963547801,963547801,,,
10495776,10657,00067409,MST006601013,2008,2224,609532,KHR,70356866,4411514,,,
85356467,14855,00609532,MST006754054,2008,2319,494774,KHR,883646362,883646362,,,
87781781,13489,00494774,MST006578954,2008,2349,565559,KHR,92626346,3816926,,,
89899666,612,00565559,MST006701129,2008,2372,669053,KHR,77386080,4173810,,,
883031201,12735,00669053,MST006716330,2008,2484,10249842,KHR,89505574,4475825,,,
10249842,13944,10249842,MST006571752,2008,2518,10251515,KHR,968679587,4409411,,,
10251515,507,10251515,MST006709188,2008,2457,669125,KHR,717565091,717565091,,,
972285893,12724,00669125,MST006627148,2008,2448,922857,KHR,888170388,4455612,,,
12252043,14112,00922857,MST006753222,2008,2427,521522,KHR,883987965,883987965,,,
77540555,13411,00521522,MST006696113,2008,2468,967461,KHR,885023796,4257541,,,
12226146,14012,00967461,MST006718533,2008,2485,600526,KHR,10694586,1806202,,,
12980744,13511,00600526,MST006741416,2008,2504,733545,KHR,15689699,4418629,,,
975553559,460,00733545,MST006675914,2008,2308,10271933,KHR,86663542,3763910,,,
10271933,5753,10271933,MST006618118,2008,2360,527780,KHR,968295663,4327360,,,
12464640,13278,00527780,MST006576852,2008,2425,10262242,KHR,719847761,719847761,,,
10262242,10004,10262242,MST006618116,2008,2444,1016739,KHR,12252926,4476156,,,
12992706,14844,01016739,MST006635496,2008,2256,924590,KHR,977332813,4427827,,,
11845845,12246,00924590,MST006578884,2008,2298,10243838,KHR,70663236,4462118,,,
10243838,3242,10243838,MST006632486,2008,2413,10329179,KHR,962015124,4230031,,,
85222244,9470,10329179,MST006587215,2008,2271,175033,KHR,962461066,4151810,,,
12255747,6746,00175033,MST006593122,2008,2275,913657,KHR,77566878,4386241,,,
17465738,15567,00913657,MST006678591,2008,2276,927834,KHR,69520962,3858042,,,
89713696,11846,00927834,MST006678315,2008,2282,732117,KHR,85302176,4275357,,,
962579171,304,00732117,MST006616459,2008,2320,10236378,KHR,967364480,4089728,,,
10236378,6293,10236378,MST006593086,2008,2344,10776796,KHR,89683133,2984159,,,
12244354,10635,10776796,MST006641424,2008,2345,571164,KHR,99518647,4423045,,,
89990091,11401,00571164,MST006680853,2008,2397,211808,KHR,85550334,85550334,,,
92252585,6735,00211808,MST006755347,2008,2399,222005,KHR,713592853,713592853,,,
11564961,6933,00222005,MST006716296,2008,2193,580296,KHR,11289701,4388593,,,
69217070,12490,00580296,MST006591802,2008,2223,615055,KHR,99295980,99295980,,,
12498587,11835,00615055,MST006583731,2008,2238,10768485,KHR,77482722,77482722,,,
10768485,12025,10768485,MST006659429,2008,2239,758580,KHR,86527954,3874640,,,
963324522,6980,00758580,MST006573585,2008,2249,615577,KHR,92466364,92466364,,,
78886657,11880,00615577,MST006585745,2008,2252,580616,KHR,979276320,979276320,,,
98461832,12457,00580616,MST006686841,2008,2254,556670,KHR,66628032,66628032,,,
92212983,10558,00556670,MST006682635,2008,2167,954810,KHR,77503768,77503768,,,
886666061,13768,00954810,MST006722459,2008,2177,10223395,KHR,61359318,2316668,,,
10223395,1838,10223395,MST006714210,2008,2185,525155,KHR,963451921,3832827,,,
12302384,9433,00525155,MST006621562,2008,2226,12205257,KHR,965339391,4469470,,,
12205257,10620,12205257,MST006750361,2008,2606,558141,KHR,77655962,77655962,,,
98444444,7802,00558141,MST006576250,2008,2473,950816,KHR,85284897,4388554,,,
86789777,6847,00950816,MST006635254,2008,2513,533584,KHR,888194310,3613527,,,
89212136,3248,00533584,MST006607501,2008,2358,10431561,KHR,11523134,11523134,,,
10431561,5481,10431561,MST006660832,2008,2359,678010,KHR,99289680,99289680,,,
10687775,12658,00678010,MST006578518,2008,2422,10414216,KHR,90500773,90500773,,,
10414216,9281,10414216,MST006660992,2008,2430,555542,KHR,98898867,4453501,,,
12576536,9312,00555542,MST006666974,2008,2440,10930347,KHR,12554982,12554982,,,
10930347,5260,10930347,MST006634256,2008,2258,913837,KHR,17638502,3587696,,,
12737994,11444,00913837,MST006653444,2008,2259,615704,KHR,93879741,4333213,,,
17672978,11868,00615704,MST006725588,2008,2263,11536069,KHR,979926067,979926067,,,
11536069,6074,11536069,MST006655860,2008,2299,560087,KHR,17315265,4100183,,,
17843746,13422,00560087,MST006721369,2008,2410,10731523,KHR,889751300,889751300,,,
10731523,3946,10731523,MST006678000,2008,2161,514054,KHR,17340071,3643095,,,
11515856,11246,00514054,MST006710890,2008,2204,526515,KHR,714986159,714986159,,,
11717216,10735,00526515,MST006598052,2008,2217,17267594,KHR,70451179,4452310,,,
17267594,6231,17267594,MST006596450,2008,2231,10522120,KHR,11717069,11717069,,,
10522120,4761,10522120,MST006677021,2008,2165,10904630,KHR,11576529,11576529,,,
10904630,14284,10904630,MST006605696,2008,2174,12774077,KHR,975768063,975768063,,,
12774077,12804,12774077,MST006626366,2008,2180,2816068,KHR,98648365,4388846,,,
716882771,11425,02816068,MST006583540,2008,2220,1965032,KHR,99328982,99328982,,,
12363689,7425,01965032,MST006725883,2008,2247,508405,KHR,962006856,4280368,,,
89780784,10591,00508405,MST006745023,2008,2250,10636655,KHR,719700302,719700302,,,
10636655,13669,10636655,MST006647157,2008,2168,512889,KHR,85551507,85551507,,,
11733432,10379,00512889,MST006751970,2008,2170,10777412,KHR,719792769,719792769,,,
10777412,7157,10777412,MST006665995,2008,2179,11607018,KHR,719681366,719681366,,,
98301696,5872,11607018,MST006594932,2008,2187,12723236,KHR,974133331,974133331,,,
12723236,5470,12723236,MST006616081,2008,2188,15251458,KHR,979232276,979232276,,,
15251458,10280,15251458,MST006618353,2008,2467,16454887,KHR,719608718,719608718,,,
16454887,5606,16454887,MST006613951,2008,2437,1952949,KHR,10231716,4411145,,,
77222329,8093,01952949,MST006614509,2008,2442,16822899,KHR,10715698,10715698,,,
16822899,8528,16822899,MST006573671,2008,2439,1739306,KHR,717906206,717906206,,,
962555525,7260,01739306,MST006665881,2008,2335,17744751,KHR,719236878,719236878,,,
17744751,15774,17744751,MST006748470,2008,2381,618704,KHR,85552918,85552918,,,
12829613,13545,00618704,MST006598557,2008,2383,931608,KHR,718620750,718620750,,,
17226667,11368,00931608,MST006604889,2008,2421,16428643,KHR,887922354,887922354,,,
99222716,14757,16428643,MST006593677,2008,2424,2444547,KHR,86780217,86780217,,,
81753613,7108,02444547,MST006684016,2008,2426,17776879,KHR,976191288,976191288,,,
17776879,15391,17776879,MST006664833,2008,2466,17787936,KHR,718308849,718308849,,,
17787936,5635,17787936,MST006642238,2008,2294,570894,KHR,77608863,4418785,,,
11710260,10491,00570894,MST006673396,2008,2443,592381,KHR,12583076,12583076,,,
12460216,10090,00592381,MST006670116,2008,2452,664289,KHR,68208852,4276002,,,
92657666,11479,00664289,MST006710854,2008,2266,685716,KHR,886055442,886055442,,,
12234528,11002,00685716,MST006655291,2008,2269,911358,KHR,86908178,3902751,,,
77750576,5937,00911358,MST006651501,2008,2301,10919117,KHR,887080335,3837148,,,
10919117,4579,10919117,MST006716018,2008,2404,942102,KHR,715597957,715597957,,,
11664946,5157,00942102,MST006714300,2008,2420,608826,KHR,85506383,85506383,,,
15666953,14800,00608826,MST006692679,2008,2274,551589,KHR,714688086,714688086,,,
99325133,12623,00551589,MST006615400,2008,2304,956001,KHR,87720100,87720100,,,
92259505,5992,00956001,MST006654885,2008,2306,556160,KHR,967838247,967838247,,,
17445444,8724,00556160,MST006655707,2008,2414,12647128,KHR,714632819,714632819,,,
12647128,5599,12647128,MST006655035,2008,2207,12406542,KHR,977397179,977397179,,,
12406542,15905,12406542,MST006599532,2008,2203,611207,KHR,78982980,4247577,,,
11633373,12379,00611207,MST006621790,2008,2221,1033173,KHR,716139221,716139221,,,
17519699,5823,01033173,MST006609376,2008,2236,1046290,KHR,11200679,11200679,,,
78333484,5790,01046290,MST006603459,2008,2171,12212162,KHR,87877018,4138218,,,
12212162,2217,12212162,MST006597738,2008,2241,662793,KHR,77474923,77474923,,,
92318385,13334,00662793,MST006634678,2008,2163,1047577,KHR,77777466,4418750,,,
95555843,4159,01047577,MST006647533,2008,2191,12216273,KHR,69505489,3117846,,,
12216273,15093,12216273,MST006705438,2008,2202,1042644,KHR,77857559,4269771,,,
12669838,3338,01042644,MST006713071,2008,2209,10721451,KHR,975298841,4306302,,,
969137781,12258,10721451,MST006676073,2008,2224,12226875,KHR,975349068,4412677,,,
12226875,15957,12226875,MST006723853,2008,2319,10958784,KHR,719506551,719506551,,,
964028182,12292,10958784,MST006667000,2008,2349,921899,KHR,66727616,66727616,,,
89768965,6734,00921899,MST006583257,2008,2372,931612,KHR,978990436,978990436,,,
17244963,6732,00931612,MST006750571,2008,2484,11795505,KHR,77432884,2442657,,,
11795505,15310,11795505,MST006707487,2008,2518,12214999,KHR,90609426,90609426,,,
12214999,5838,12214999,MST006633091,2008,2457,12288761,KHR,715072524,715072524,,,
12288761,6242,12288761,MST006614863,2008,2448,12441594,KHR,979897733,979897733,,,
12441594,6398,12441594,MST006736892,2008,2427,12452230,KHR,11274715,11274715,,,
12452230,3365,12452230,MST006728600,2008,2468,12595724,KHR,10557507,1608699,,,
12595724,5298,12595724,MST006663260,2008,2485,12742764,KHR,718244571,718244571,,,
12742764,5836,12742764,MST006699858,2008,2504,12994553,KHR,888406613,888406613,,,
12994553,4716,12994553,MST006728716,2008,2308,12544568,KHR,718621068,718621068,,,
12544568,10912,12544568,MST006615476,2008,2360,937877,KHR,889758346,889758346,,,
17587686,6728,00937877,MST006610544,2008,2425,1753990,KHR,81451194,3718726,,,
885910243,11573,01753990,MST006751726,2008,2444,17570938,KHR,978563287,978563287,,,
17570938,14769,17570938,MST006657507,2008,2256,12593248,KHR,962427120,4246057,,,
12593248,15658,12593248,MST006712685,2008,2298,10707033,KHR,967779362,967779362,,,
10707033,14016,10707033,MST006600912,2008,2413,10912309,KHR,15371786,4370063,,,
10912309,14494,10912309,MST006586585,2008,2271,550845,KHR,10408873,10408873,,,
99253333,12090,00550845,MST006704989,2008,2275,550983,KHR,883465116,883465116,,,
99666999,12435,00550983,MST006662586,2008,2276,10959618,KHR,967898830,4098954,,,
10959618,4818,10959618,MST006664773,2008,2282,11323042,KHR,713281381,713281381,,,
11323042,4887,11323042,MST006627717,2008,2320,11876286,KHR,11284942,11284942,,,
11876286,5402,11876286,MST006734968,2008,2344,11628380,KHR,887900830,887900830,,,
69616217,13981,11628380,MST006581615,2008,2345,12201185,KHR,974877122,4241983,,,
12201185,7934,12201185,MST006588800,2008,2397,10747918,KHR,889318794,889318794,,,
10747918,5848,10747918,MST006598689,2008,2399,12447632,KHR,78787007,4134293,,,
17973235,6991,12447632,MST006747082,2008,2193,12535853,KHR,975007897,4357597,,,
12535853,3229,12535853,MST006684737,2008,2223,10778545,KHR,963988216,4379036,,,
10778545,235,10778545,MST006738241,2008,2238,11992308,KHR,888087254,888087254,,,
11992308,14128,11992308,MST006727902,2008,2239,10623278,KHR,86446701,86446701,,,
10623278,15257,10623278,MST006624224,2008,2249,1035170,KHR,95537596,95537596,,,
89999964,3203,01035170,MST006739190,2008,2252,1587456,KHR,974221036,974221036,,,
11614978,6880,01587456,MST006591389,2008,2254,551160,KHR,888535630,888535630,,,
92848850,13400,00551160,MST006671522,2008,2167,10644905,KHR,964649517,4418631,,,
10644905,2744,10644905,MST006640989,2008,2177,12257996,KHR,86605960,86605960,,,
12257996,3250,12257996,MST006700691,2008,2185,10668365,KHR,69236690,4176817,,,
10668365,15832,10668365,MST006604207,2008,2226,12252416,KHR,968892266,4394368,,,
12252416,5014,12252416,MST006594295,2008,2606,1927630,KHR,712008636,712008636,,,
963646513,8845,01927630,MST006750652,2008,2473,12764959,KHR,61683439,61683439,,,
12764959,13193,12764959,MST006663642,2008,2513,569959,KHR,712605548,3941240,,,
963079675,13611,00569959,MST006582429,2008,2358,12630649,KHR,11251681,11251681,,,
12630649,5995,12630649,MST006663977,2008,2359,15944233,KHR,965196326,4160225,,,
15944233,5051,15944233,MST006591511,2008,2422,12204260,KHR,17478904,4109502,,,
12204260,14688,12204260,MST006622058,2008,2430,12606725,KHR,12372545,4409340,,,
12606725,5986,12606725,MST006592409,2008,2440,12763356,KHR,68839155,4370140,,,
12763356,5050,12763356,MST006612984,2008,2258,15777741,KHR,99298542,99298542,,,
15777741,13184,15777741,MST006745051,2008,2259,12515745,KHR,85934818,85934818,,,
12515745,10242,12515745,MST006729892,2008,2263,12966644,KHR,99722401,99722401,,,
12966644,5554,12966644,MST006604065,2008,2299,1679046,KHR,93725632,4461975,,,
977997824,13155,01679046,MST006668638,2008,2410,15420603,KHR,86818010,4461608,,,
15420603,12498,15420603,MST006625371,2008,2161,12837862,KHR,69966799,69966799,,,
12837862,4356,12837862,MST006705029,2008,2204,10720880,KHR,889300094,889300094,,,
89969806,10418,10720880,MST006611846,2008,2217,12861851,KHR,968829432,4115203,,,
12861851,7332,12861851,MST006659397,2008,2231,15262122,KHR,10234240,10234240,,,
10801501,7787,15262122,MST006654291,2008,2165,12326067,KHR,93892404,4421778,,,
965674423,11147,12326067,MST006577954,2008,2174,15365235,KHR,81808452,81808452,,,
15311551,6008,15365235,MST006725975,2008,2180,589861,KHR,11358129,4161590,,,
12830406,13967,00589861,MST006728456,2008,2220,589862,KHR,66623340,66623340,,,
17552555,13478,00589862,MST006626537,2008,2247,1676729,KHR,61280405,61280405,,,
15625304,7346,01676729,MST006728346,2008,2250,17365680,KHR,968647422,968647422,,,
17365680,4966,17365680,MST006650336,2008,2168,10927211,KHR,66298210,66298210,,,
10927211,3950,10927211,MST006713159,2008,2170,11274966,KHR,66775764,66775764,,,
11274966,3211,11274966,MST006696788,2008,2179,12471808,KHR,965226182,965226182,,,
12471808,6235,12471808,MST006696443,2008,2187,2324557,KHR,715698207,715698207,,,
16506969,8488,02324557,MST006639243,2008,2188,2359804,KHR,882742029,882742029,,,
16699918,6785,02359804,MST006734070,2008,2467,2389507,KHR,887681381,887681381,,,
11512232,13135,02389507,MST006750513,2008,2437,16308555,KHR,886717188,4408454,,,
16308555,7708,16308555,MST006739968,2008,2442,1673479,KHR,713985018,713985018,,,
11712198,7023,01673479,MST006597534,2008,2439,2592219,KHR,92762558,4369705,,,
965066009,10154,02592219,MST006690348,2008,2335,960702,KHR,963810184,4425796,,,
12358171,6709,00960702,MST006618405,2008,2381,966079,KHR,66506074,66506074,,,
17382608,6710,00966079,MST006724628,2008,2383,1001171,KHR,86805087,86805087,,,
17441988,6726,01001171,MST006612932,2008,2421,1001233,KHR,89333383,4394164,,,
92724142,6794,01001233,MST006658567,2008,2424,12960913,KHR,12917304,2827457,,,
12960913,7290,12960913,MST006619702,2008,2426,1975293,KHR,969324838,3824685,,,
92955964,2123,01975293,MST006663448,2008,2466,1770198,KHR,977640015,977640015,,,
92568385,8417,01770198,MST006607388,2008,2294,1770206,KHR,69289799,4126033,,,
92494726,9025,01770206,MST006662792,2008,2443,2440846,KHR,963283571,963283571,,,
15885192,8346,02440846,MST006611416,2008,2452,1800281,KHR,85263087,85263087,,,
10999780,7337,01800281,MST006659583,2008,2266,3150704,KHR,61345067,61345067,,,
85787811,12485,03150704,MST006662624,2008,2269,1013928,KHR,719307384,719307384,,,
12511872,3471,01013928,MST006754226,2008,2301,1046635,KHR,978063870,978063870,,,
12752466,1548,01046635,MST006586404,2008,2404,10625327,KHR,882522786,882522786,,,
10625327,546,10625327,MST006665051,2008,2420,3202838,KHR,81816434,81816434,,,
964187023,12467,03202838,MST006648259,2008,2274,4316431,KHR,11256284,11256284,,,
98454424,14119,04316431,MST006603603,2008,2304,2254093,KHR,968266276,968266276,,,
99397550,9105,02254093,MST006661548,2008,2306,1749844,KHR,713600318,713600318,,,
77644939,7565,01749844,MST006658708,2008,2414,1767638,KHR,70813756,4408894,,,
964842452,7978,01767638,MST006645303,2008,2207,1768016,KHR,968850533,4007280,,,
967200702,7378,01768016,MST006742995,2008,2203,1785601,KHR,887218238,4364739,,,
10841652,8046,01785601,MST006731814,2008,2221,2360402,KHR,968988361,968988361,,,
77887444,11924,02360402,MST006620072,2008,2236,2421303,KHR,719872453,719872453,,,
93525859,6459,02421303,MST006736787,2008,2171,2686226,KHR,61907124,4401763,,,
16339903,9728,02686226,MST006656325,2008,2241,2693873,KHR,85544603,85544603,,,
973385436,13461,02693873,MST006572280,2008,2163,10668870,KHR,719043249,719043249,,,
10668870,3036,10668870,MST006654927,2008,2191,10715700,KHR,714887568,714887568,,,
10715700,15046,10715700,MST006679380,2008,2202,2267875,KHR,11281274,11281274,,,
92173535,8442,02267875,MST006722611,2008,2209,1823404,KHR,963935766,2802594,,,
12367507,7711,01823404,MST006748660,2008,2224,1955623,KHR,975842980,3105205,,,
92206252,7717,01955623,MST006648379,2008,2319,1971711,KHR,87422436,4262135,,,
77555781,8016,01971711,MST006673956,2008,2349,2383860,KHR,90955044,90955044,,,
87454522,9266,02383860,MST006752757,2008,2372,3057099,KHR,717411081,717411081,,,
86405531,10329,03057099,MST006584969,2008,2484,3074206,KHR,11257247,4453309,,,
17333752,10865,03074206,MST006581865,2008,2518,16874145,KHR,11384386,11384386,,,
16874145,7480,16874145,MST006697277,2008,2457,4101051,KHR,66788098,66788098,,,
967525708,2935,04101051,MST006584117,2008,2448,2085090,KHR,66786026,66786026,,,
12778834,8039,02085090,MST006745324,2008,2427,2265915,KHR,11273313,11273313,,,
78846400,13289,02265915,MST006627236,2008,2468,3107665,KHR,964527743,4177426,,,
10920047,10473,03107665,MST006754050,2008,2485,4101129,KHR,976761168,4200217,,,
963666068,15035,04101129,MST006736546,2008,2504,2046452,KHR,973951791,4136741,,,
86317373,7948,02046452,MST006676795,2008,2308,2324867,KHR,92484115,4413282,,,
78211201,8493,02324867,MST006638942,2008,2360,2445081,KHR,70571335,3558657,,,
12337666,11857,02445081,MST006623836,2008,2425,511225,KHR,976747084,976747084,,,
90267373,9190,00511225,MST006752307,2008,2444,2555553,KHR,69442738,4177574,,,
77686001,7080,02555553,MST006571830,2008,2256,514832,KHR,90329595,90329595,,,
636379666,9235,00514832,MST006662554,2008,2298,516781,KHR,714634763,714634763,,,
977213888,9380,00516781,MST006724649,2008,2413,3312666,KHR,69591589,4468649,,,
15825002,9704,03312666,MST006582517,2008,2271,4101432,KHR,10415455,10415455,,,
968290441,2253,04101432,MST006588482,2008,2275,17837017,KHR,968566594,968566594,,,
17837017,408,17837017,MST006712853,2008,2276,620846,KHR,68888442,4445163,,,
78667287,15167,00620846,MST006753586,2008,2282,621141,KHR,12306295,3275096,,,
92334388,13656,00621141,MST006633950,2008,2320,625591,KHR,968298702,4170300,,,
92479509,13978,00625591,MST006639154,2008,2344,659772,KHR,66948530,4450024,,,
95343581,13156,00659772,MST006577860,2008,2345,4221201,KHR,12396696,3200394,,,
61239429,1760,04221201,MST006707062,2008,2397,3317472,KHR,969827025,4409422,,,
967864160,12856,03317472,MST006620302,2008,2399,2269978,KHR,89863116,2377000,,,
98772577,9320,02269978,MST006591784,2008,2193,3349544,KHR,882278542,882278542,,,
10983366,10874,03349544,MST006650576,2008,2223,3408139,KHR,16549130,3805944,,,
887388098,12129,03408139,MST006705209,2008,2238,3498811,KHR,885390959,4138750,,,
99333628,9230,03498811,MST006749124,2008,2239,3404134,KHR,963924314,4485504,,,
81733949,12869,03404134,MST006639261,2008,2249,1912777,KHR,973256114,4484867,,,
12775522,7579,01912777,MST006717082,2008,2252,4141928,KHR,70574848,4394409,,,
978562212,1022,04141928,MST006635112,2008,2254,1977997,KHR,86977766,86977766,,,
70718235,8209,01977997,MST006580145,2008,2167,662786,KHR,86274148,86274148,,,
92318014,13367,00662786,MST006605704,2008,2177,723944,KHR,15785586,15785586,,,
12949475,15556,00723944,MST006726171,2008,2185,2819536,KHR,69891193,3458315,,,
95556899,9948,02819536,MST006603823,2008,2226,3320195,KHR,81677246,81677246,,,
15661144,7486,03320195,MST006612864,2008,2606,3729817,KHR,975908801,4445195,,,
973626360,13202,03729817,MST006703662,2008,2473,3539510,KHR,979473376,979473376,,,
973626680,13986,03539510,MST006752129,2008,2513,4142454,KHR,15551939,4099596,,,
888945220,9475,04142454,MST006675714,2008,2358,2269823,KHR,888016476,3280532,,,
12801903,12664,02269823,MST006603313,2008,2359,4155653,KHR,712820133,4445010,,,
969112335,14828,04155653,MST006678242,2008,2422,2991755,KHR,966918879,4434950,,,
10418884,10241,02991755,MST006615452,2008,2430,733474,KHR,10489909,3955681,,,
12323259,193,00733474,MST006698110,2008,2440,2315397,KHR,713227220,713227220,,,
10338383,9240,02315397,MST006577600,2008,2258,3608510,KHR,81771940,81771940,,,
17590092,8592,03608510,MST006672860,2008,2259,3610780,KHR,885110108,885110108,,,
86651266,10660,03610780,MST006660812,2008,2263,3662575,KHR,16254819,16254819,,,
15422441,12140,03662575,MST006594678,2008,2299,3677902,KHR,965475112,3142542,,,
973333458,9036,03677902,MST006613959,2008,2410,4200612,KHR,99549735,99549735,,,
